ReviewID,Date,ReviewerID,ListingID
35635186,6/21/2015,27742269,5682
36045135,6/24/2015,32625960,5682
37048095,7/4/2015,11186380,5682
37446127,7/7/2015,9894009,5682
38577900,7/17/2015,23843847,5682
39154020,7/21/2015,17031169,5682
40305406,7/30/2015,27573924,5682
41069837,8/4/2015,4671726,5682
42524170,8/14/2015,34017040,5682
42867847,8/16/2015,19240486,5682
43354495,8/19/2015,31016839,5682
44092061,8/24/2015,5361851,5682
44648590,8/28/2015,35972271,5682
45654795,9/5/2015,32387922,5682
46505034,9/11/2015,41330264,5682
47035567,9/15/2015,25693123,5682
47381846,9/18/2015,41773747,5682
47736438,9/21/2015,40719669,5682
48867522,9/29/2015,35345254,5682
49330669,10/3/2015,29768614,5682
49877247,10/7/2015,35000262,5682
50185714,10/10/2015,910793,5682
50617311,10/13/2015,23314742,5682
50927322,10/16/2015,7273486,5682
51427818,10/20/2015,36540021,5682
51697942,10/24/2015,4924250,5682
52672513,11/1/2015,34691379,5682
53239914,11/7/2015,33149525,5682
53741275,11/12/2015,37081419,5682
53965011,11/15/2015,25861709,5682
54307645,11/18/2015,37156912,5682
54704366,11/23/2015,43417333,5682
55745691,12/5/2015,1421495,5682
56031550,12/8/2015,34605890,5682
56475729,12/14/2015,43530385,5682
5664,7/17/2009,18085,6606
338761,6/27/2011,434031,6606
467904,8/22/2011,976182,6606
480017,8/27/2011,997921,6606
487278,8/30/2011,206901,6606
505388,9/6/2011,552477,6606
570582,9/26/2011,1110380,6606
1322495,5/21/2012,2354750,6606
1395422,6/1/2012,1845181,6606
1575812,6/27/2012,1821528,6606
1685576,7/11/2012,2703414,6606
1734779,7/17/2012,1657945,6606
1944994,8/10/2012,2163180,6606
2311419,9/17/2012,3212393,6606
2413979,9/25/2012,3559996,6606
4776520,5/25/2013,6203519,6606
6784989,8/25/2013,5008872,6606
7511677,9/23/2013,7951039,6606
7952218,10/9/2013,9069692,6606
8094378,10/15/2013,8989897,6606
8335306,10/26/2013,8615289,6606
8565533,11/5/2013,1657945,6606
8670727,11/11/2013,6262889,6606
9556048,1/2/2014,550915,6606
14198624,6/14/2014,2897283,6606
15103705,7/2/2014,4969570,6606
16020485,7/20/2014,3605722,6606
17111733,8/7/2014,2237649,6606
17698520,8/16/2014,18250896,6606
18012954,8/20/2014,14207237,6606
18325808,8/25/2014,8696146,6606
18494673,8/27/2014,8926142,6606
20353581,9/28/2014,2510615,6606
23990282,12/16/2014,8309687,6606
30429568,4/21/2015,1271973,6606
33718937,5/31/2015,31376147,6606
35797188,6/22/2015,16767993,6606
36275527,6/27/2015,15737413,6606
36806825,7/1/2015,15980634,6606
37750582,7/10/2015,28968121,6606
38386856,7/15/2015,7108244,6606
39280788,7/22/2015,33503384,6606
40100556,7/28/2015,34447060,6606
41436706,8/7/2015,108658,6606
42264792,8/12/2015,34225879,6606
44325161,8/25/2015,39288092,6606
47077952,9/15/2015,41894012,6606
47664724,9/21/2015,14608030,6606
49004413,9/30/2015,40308378,6606
54613026,11/22/2015,46672070,6606
55230464,11/29/2015,8136995,6606
57630459,12/28/2015,11235013,6606
3721,6/7/2009,20217,7369
4700,6/28/2009,21786,7369
9635,9/10/2009,19047,7369
15370,10/27/2009,47540,7369
18308,11/25/2009,53149,7369
24963,1/27/2010,72985,7369
25670,2/7/2010,76840,7369
31358,3/25/2010,73215,7369
31952,3/28/2010,95240,7369
39108,5/1/2010,100635,7369
55816,6/21/2010,138440,7369
57076,6/25/2010,138161,7369
58458,6/28/2010,136698,7369
60070,7/2/2010,129500,7369
63258,7/10/2010,26068,7369
69108,7/25/2010,176337,7369
74793,8/6/2010,60273,7369
75081,8/7/2010,178611,7369
77947,8/13/2010,190909,7369
89721,9/3/2010,175445,7369
139820,11/15/2010,282718,7369
156074,12/20/2010,4212,7369
227088,4/15/2011,90456,7369
228525,4/17/2011,364292,7369
239923,4/25/2011,403577,7369
300889,6/6/2011,301820,7369
303147,6/7/2011,530382,7369
321531,6/18/2011,701761,7369
348191,7/2/2011,598706,7369
353995,7/5/2011,658864,7369
375237,7/15/2011,544617,7369
388185,7/21/2011,544617,7369
388792,7/22/2011,588021,7369
399649,7/26/2011,68156,7369
407148,7/30/2011,278102,7369
418051,8/3/2011,850249,7369
497220,9/3/2011,762026,7369
696115,11/6/2011,665016,7369
850467,1/8/2012,1531399,7369
969978,3/4/2012,341074,7369
71022,7/30/2010,166478,9419
83099,8/23/2010,165949,9419
87533,8/30/2010,210970,9419
91596,9/6/2010,219991,9419
130632,10/31/2010,257657,9419
149669,12/6/2010,294275,9419
170115,1/13/2011,326849,9419
175895,1/29/2011,344779,9419
181300,2/12/2011,378714,9419
193754,3/7/2011,249052,9419
290670,5/31/2011,558296,9419
316329,6/15/2011,606214,9419
321077,6/18/2011,672562,9419
327302,6/21/2011,681054,9419
331711,6/24/2011,628152,9419
343933,6/30/2011,540073,9419
357374,7/6/2011,694185,9419
392476,7/24/2011,586640,9419
402751,7/28/2011,711450,9419
406212,7/30/2011,665103,9419
419305,8/4/2011,399158,9419
436446,8/11/2011,745563,9419
453475,8/17/2011,847473,9419
476141,8/26/2011,684425,9419
491201,8/31/2011,684425,9419
503438,9/5/2011,995190,9419
523081,9/12/2011,462391,9419
563303,9/24/2011,1144059,9419
599739,10/4/2011,684928,9419
633908,10/16/2011,146762,9419
695707,11/6/2011,1005393,9419
704775,11/8/2011,1256486,9419
808870,12/27/2011,1258924,9419
911325,2/9/2012,1539211,9419
977286,3/6/2012,1822846,9419
1043387,3/26/2012,1722859,9419
1099920,4/8/2012,2021170,9419
1212821,5/1/2012,2195802,9419
1366841,5/28/2012,2383687,9419
1424473,6/5/2012,2412668,9419
1530509,6/21/2012,2500740,9419
1624045,7/3/2012,2473254,9419
1877776,8/3/2012,2905611,9419
2052544,8/21/2012,2530960,9419
2162342,9/1/2012,1015491,9419
2206992,9/5/2012,3067700,9419
13171053,5/20/2014,9977228,9419
13554620,5/30/2014,15942475,9419
15355937,7/7/2014,16925288,9419
15717821,7/14/2014,961747,9419
16109927,7/22/2014,15689338,9419
16267445,7/24/2014,601994,9419
16812554,8/2/2014,19100252,9419
17018330,8/5/2014,18865341,9419
17659999,8/15/2014,3248743,9419
18220816,8/23/2014,6707324,9419
18445029,8/26/2014,19115960,9419
18757128,8/31/2014,20143065,9419
18954897,9/3/2014,6270689,9419
19239290,9/8/2014,10047158,9419
20072394,9/22/2014,9339008,9419
23453701,12/1/2014,556693,9419
33533714,5/29/2015,17626331,9419
36327555,6/27/2015,36002551,9419
36747958,6/30/2015,36867892,9419
37347815,7/6/2015,32915986,9419
38127346,7/13/2015,1106187,9419
39933343,7/27/2015,7705305,9419
40274932,7/29/2015,183398,9419
40837586,8/2/2015,22457582,9419
41818413,8/9/2015,38622750,9419
43129677,8/17/2015,40036978,9419
43771346,8/22/2015,2241325,9419
44259004,8/24/2015,41962659,9419
45155678,8/31/2015,10874851,9419
45958324,9/7/2015,5911774,9419
46710938,9/13/2015,36879334,9419
48761344,9/28/2015,8542060,9419
55896302,12/7/2015,9252239,9419
8715,8/31/2009,32825,9460
9669,9/10/2009,36769,9460
54292,6/18/2010,86240,9460
64350,7/13/2010,110180,9460
67478,7/22/2010,27082,9460
73787,8/4/2010,184142,9460
79312,8/16/2010,12386,9460
82967,8/23/2010,131025,9460
86570,8/29/2010,191958,9460
89299,9/2/2010,99711,9460
91035,9/6/2010,174818,9460
98420,9/16/2010,216484,9460
105174,9/26/2010,151395,9460
127368,10/25/2010,243579,9460
127734,10/26/2010,252303,9460
144569,11/25/2010,290737,9460
165186,1/4/2011,292632,9460
182913,2/15/2011,243023,9460
188320,2/25/2011,330866,9460
193856,3/7/2011,380916,9460
204432,3/21/2011,340788,9460
211876,3/29/2011,341920,9460
214935,4/2/2011,322774,9460
229448,4/18/2011,265462,9460
240572,4/26/2011,421821,9460
245579,4/30/2011,61163,9460
250890,5/4/2011,386044,9460
275715,5/23/2011,331081,9460
284548,5/28/2011,459707,9460
290124,5/31/2011,501113,9460
306256,6/10/2011,330330,9460
310663,6/13/2011,61606,9460
340910,6/28/2011,454040,9460
350833,7/4/2011,325992,9460
361555,7/9/2011,373664,9460
376634,7/16/2011,737809,9460
443086,8/14/2011,555469,9460
473971,8/25/2011,802381,9460
483003,8/29/2011,535547,9460
497560,9/3/2011,879788,9460
522913,9/12/2011,796067,9460
536031,9/16/2011,92561,9460
628332,10/14/2011,432138,9460
641753,10/18/2011,998627,9460
649114,10/21/2011,773290,9460
665541,10/26/2011,742870,9460
697385,11/7/2011,934429,9460
773454,12/9/2011,1282046,9460
851085,1/9/2012,84351,9460
899708,2/3/2012,1567154,9460
923429,2/15/2012,1663229,9460
936118,2/21/2012,368581,9460
968231,3/4/2012,1385561,9460
1026764,3/21/2012,1588101,9460
1070770,4/2/2012,1440965,9460
1135615,4/16/2012,435309,9460
1158931,4/21/2012,773290,9460
1190362,4/28/2012,1760853,9460
1270062,5/13/2012,1762693,9460
1305968,5/19/2012,2310114,9460
1339030,5/24/2012,1656182,9460
1380637,5/30/2012,447170,9460
1398248,6/2/2012,1741125,9460
1485832,6/15/2012,2420710,9460
1510659,6/18/2012,1866904,9460
1564769,6/26/2012,1747090,9460
1603673,7/1/2012,791645,9460
1647086,7/7/2012,1827002,9460
1688160,7/12/2012,1723771,9460
1760169,7/21/2012,2409927,9460
1810734,7/27/2012,2284671,9460
1889271,8/5/2012,1771736,9460
1966671,8/13/2012,468492,9460
2312823,9/17/2012,2029900,9460
2369337,9/22/2012,2710840,9460
2486366,10/2/2012,1822069,9460
2531035,10/7/2012,3504333,9460
2862188,11/12/2012,3576204,9460
2913148,11/19/2012,601662,9460
2950643,11/24/2012,3861458,9460
2986005,11/28/2012,3671781,9460
3385885,1/21/2013,4612101,9460
3434673,1/29/2013,83166,9460
3875959,3/24/2013,4340791,9460
4056695,4/6/2013,2750828,9460
4103587,4/9/2013,118846,9460
4197191,4/17/2013,5131373,9460
4245530,4/22/2013,5090843,9460
4317199,4/27/2013,5971283,9460
4364399,4/30/2013,5744544,9460
4528675,5/11/2013,5063599,9460
4602382,5/14/2013,519778,9460
4804204,5/27/2013,5416078,9460
4922918,6/2/2013,6174708,9460
4994508,6/6/2013,5910220,9460
5104201,6/12/2013,840442,9460
5156073,6/16/2013,30088,9460
5271272,6/22/2013,4773964,9460
5635076,7/9/2013,524865,9460
5712489,7/13/2013,6281115,9460
5823051,7/18/2013,5676464,9460
6274495,8/6/2013,6642163,9460
6457134,8/13/2013,6533076,9460
6705372,8/22/2013,869401,9460
6847970,8/27/2013,3282499,9460
7005985,9/3/2013,3059776,9460
7160174,9/9/2013,5913676,9460
7306594,9/15/2013,7993059,9460
7432254,9/20/2013,6710384,9460
7672168,9/29/2013,5239102,9460
7773056,10/2/2013,4383453,9460
7848880,10/6/2013,3707558,9460
7979197,10/11/2013,7839974,9460
8044701,10/14/2013,1245634,9460
8257753,10/22/2013,8928083,9460
8363850,10/28/2013,613972,9460
8564442,11/5/2013,8441390,9460
8691190,11/12/2013,9215201,9460
8774873,11/17/2013,6060561,9460
8834403,11/20/2013,9473874,9460
8898177,11/25/2013,8995226,9460
9095499,12/6/2013,1568400,9460
9216022,12/14/2013,10196846,9460
9367383,12/24/2013,5371330,9460
9427093,12/28/2013,7713065,9460
9539630,1/2/2014,9266194,9460
9744339,1/7/2014,10354677,9460
9874663,1/16/2014,3007321,9460
9948837,1/21/2014,8181557,9460
10015462,1/25/2014,9278877,9460
10145047,2/3/2014,157614,9460
10202959,2/6/2014,1942551,9460
10248307,2/9/2014,664373,9460
10527985,2/24/2014,10138362,9460
10563024,2/24/2014,12498029,9460
10812800,3/9/2014,10766235,9460
10904271,3/12/2014,6413941,9460
11003809,3/17/2014,11152677,9460
11145849,3/23/2014,7092141,9460
11278703,3/28/2014,10808235,9460
11342386,3/31/2014,10101182,9460
11483608,4/5/2014,5576013,9460
11949441,4/20/2014,3187548,9460
12140108,4/23/2014,668531,9460
12329407,4/29/2014,11735206,9460
12435369,5/2/2014,4920797,9460
12608312,5/6/2014,12152291,9460
13204976,5/22/2014,1389364,9460
13338686,5/26/2014,11392384,9460
13730026,6/3/2014,7177483,9460
13840214,6/6/2014,9189647,9460
14072467,6/11/2014,9688690,9460
14261475,6/16/2014,152774,9460
15439996,7/9/2014,9102819,9460
15901967,7/18/2014,12383304,9460
16061079,7/21/2014,14334177,9460
16298047,7/25/2014,4683814,9460
16817144,8/3/2014,8084142,9460
17259529,8/10/2014,12006913,9460
17816052,8/18/2014,9286319,9460
18165464,8/23/2014,4921029,9460
18466541,8/27/2014,2237985,9460
18780071,9/1/2014,10544118,9460
19027278,9/5/2014,17605905,9460
19184371,9/8/2014,8031806,9460
19364650,9/11/2014,17993862,9460
19872772,9/20/2014,17129745,9460
20404935,9/29/2014,11856751,9460
20628660,10/2/2014,109801,9460
20732428,10/5/2014,5524752,9460
21475737,10/18/2014,137044,9460
21858427,10/25/2014,22737185,9460
22011787,10/28/2014,15825550,9460
22582801,11/10/2014,1407108,9460
22822990,11/16/2014,3483639,9460
22989841,11/19/2014,23268078,9460
23063052,11/22/2014,21722475,9460
23685695,12/8/2014,11022858,9460
23835023,12/12/2014,21531532,9460
24150809,12/21/2014,23954872,9460
24710314,1/2/2015,21569625,9460
25161721,1/8/2015,9775870,9460
25449290,1/16/2015,25694837,9460
25538192,1/19/2015,22617982,9460
25789031,1/26/2015,19661880,9460
25905336,1/29/2015,3272512,9460
26204711,2/7/2015,5140586,9460
26583672,2/16/2015,2109442,9460
27042875,2/24/2015,21334440,9460
27500494,3/6/2015,6271096,9460
27637477,3/9/2015,22211843,9460
27858256,3/13/2015,1453601,9460
28381677,3/23/2015,25682853,9460
28693718,3/29/2015,21916941,9460
29014657,4/2/2015,539954,9460
29165538,4/5/2015,11321959,9460
29812438,4/13/2015,24484192,9460
30130925,4/18/2015,4715723,9460
30571405,4/24/2015,30713682,9460
31767818,5/10/2015,26693875,9460
32191764,5/15/2015,31696002,9460
33062988,5/25/2015,463354,9460
33572134,5/30/2015,26674992,9460
33959607,6/2/2015,34072539,9460
34689446,6/11/2015,8240123,9460
34958199,6/14/2015,31583168,9460
35364459,6/18/2015,18688139,9460
35652268,6/21/2015,15009128,9460
36023938,6/24/2015,33310878,9460
36263942,6/27/2015,12764968,9460
36873291,7/2/2015,26322978,9460
37547764,7/8/2015,27899369,9460
39149941,7/21/2015,13835974,9460
39732832,7/26/2015,28990275,9460
40886559,8/3/2015,28428077,9460
41583246,8/8/2015,30598806,9460
42530925,8/14/2015,15319627,9460
43026492,8/17/2015,30934649,9460
43487980,8/20/2015,7704529,9460
44280516,8/25/2015,30769898,9460
45237994,9/1/2015,30222201,9460
46115280,9/8/2015,3766012,9460
46695874,9/13/2015,1014088,9460
47256962,9/17/2015,38803954,9460
47630376,9/21/2015,29245752,9460
48270732,9/25/2015,33696195,9460
50461740,10/12/2015,41948666,9460
50832731,10/15/2015,37181558,9460
51112059,10/18/2015,36302283,9460
51603809,10/22/2015,27764530,9460
52314205,10/28/2015,5887844,9460
52822942,11/2/2015,30662873,9460
53240668,11/7/2015,18615922,9460
54700627,11/23/2015,41966495,9460
55103480,11/28/2015,37189065,9460
55482987,12/1/2015,49123239,9460
55716546,12/5/2015,15588483,9460
56964393,12/20/2015,37327432,9460
57370780,12/25/2015,30865445,9460
57958576,12/30/2015,51870435,9460
857976,1/12/2012,207057,9531
1503834,6/18/2012,2085069,9531
2486942,10/2/2012,3509427,9531
9899101,1/18/2014,579253,9531
10309408,2/12/2014,6724622,9531
13784923,6/4/2014,5326609,9531
18991193,9/4/2014,7852290,9531
20133760,9/24/2014,12649612,9531
21543788,10/19/2014,21418378,9531
22678209,11/11/2014,22169890,9531
23319795,11/29/2014,5490100,9531
29816001,4/13/2015,25896657,9531
30975588,4/30/2015,26665606,9531
34630162,6/10/2015,24169399,9531
35447715,6/19/2015,26822390,9531
36378720,6/28/2015,31019555,9531
36815364,7/1/2015,33541715,9531
40420858,7/31/2015,8240057,9531
46691120,9/13/2015,12583886,9531
48198425,9/24/2015,19814415,9531
48575318,9/27/2015,43227813,9531
49776557,10/6/2015,1604933,9531
50102105,10/9/2015,8717743,9531
50443875,10/12/2015,38580373,9531
52813180,11/2/2015,28371203,9531
56955986,12/20/2015,21542474,9531
862700,1/15/2012,1323033,9534
2465712,10/1/2012,1933371,9534
2680793,10/22/2012,3077193,9534
3217921,1/2/2013,119291,9534
4210518,4/19/2013,3710016,9534
4530319,5/11/2013,5403909,9534
35131630,6/15/2015,34222990,9534
36196896,6/26/2015,28784116,9534
40174425,7/28/2015,33941841,9534
40451663,7/31/2015,34841781,9534
42193065,8/11/2015,39662054,9534
44256622,8/24/2015,19190443,9534
45120488,8/31/2015,39636766,9534
50758574,10/14/2015,17673505,9534
315791,6/15/2011,522027,9596
532874,9/15/2011,423381,9596
1789555,7/24/2012,62825,9596
2010546,8/17/2012,2831020,9596
2037777,8/20/2012,2497314,9596
2228152,9/8/2012,2497314,9596
3189281,12/30/2012,100754,9596
5472435,7/1/2013,458032,9596
5860044,7/20/2013,5536377,9596
7477095,9/22/2013,524675,9596
8093141,10/15/2013,8989897,9596
8404754,10/29/2013,8391378,9596
14601155,6/23/2014,1382567,9596
15856660,7/17/2014,4913051,9596
16199821,7/23/2014,291456,9596
16895496,8/4/2014,3270997,9596
18245969,8/24/2014,7943476,9596
18876750,9/2/2014,5743413,9596
20041707,9/22/2014,7433793,9596
